id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
1257,Villa Romana de Els Munts,/es/lugares-interes/villa-romana-munts/,Cataluña,Tarragona,Altafulla,"Yacimiento fechado entre los siglos I y V d. C. Es un ejemplo de villa lujosa, dado el material que se ha extraído; mármoles, esculturas, pinturas murales, etc. Su construcción está relacionada con los funcionarios imperiales encargados de la administración de la provincia Tarraconensis. En ella se encontraba la residencia del gobernador provincial Caius Valerius Avitus. La ciudad fue abandonada entre los siglos VI y VII. Las primeras excavaciones se iniciaron en 1967 y fueron llevadas a cabo por Serra Vilaró y Sánchez Real.",['Paseo del Fortín s/n'],41.1331317416386,1.38828192122001
1258,Villa Romana y Mausoleo Romano de Centelles,/es/lugares-interes/villa-romana-mausoleo-romano-centelles/,Cataluña,Tarragona,Constantí,"El conjunto de Centelles es una villa romana construida en las proximidades de Tarraco en el siglo IV. El mausoleo es el monumento paleocristiano más importante de la España romana. En las excavaciones se han encontrado restos de muros y ábsides, y un edificio rectangular de unos 15 metros de longitud. En su interior se encuentran dos salas, una de planta cuadrilobulada y otra circular, ésta cubierta por una cúpula en la que se encuentran restos de mosaico con representaciones de escenas de cacería, del Antiguo Testamento y alegorías de las estaciones del año.",['Afores s/n'],41.15405,1.2122200000000019
1259,"Villa Romana de ""La Olmeda""",/es/lugares-interes/villa-romana-olmeda/,Castilla y León,Palencia,Pedrosa de la Vega,"Esta espléndida villa rural con aires palaciegos se construyó en el siglo IV d. C. Cuenta con una superficie de 4.400 metros cuadrados organizados alrededor de un patio con cuatro galerías decorados con mosaicos. Dos de esas galerías dan acceso a la villa mediante puertas flanqueadas por columnas de mármol blanco. De las 35 habitaciones que tiene, 12 están dotadas de hipocaustos (un sistema de calefacción subterránea) y 26 están decoradas con mosaicos polícromos que ocupan un total de 1.450 metros cuadrados. El edificio tiene cuatro torres: dos de ellas son de planta cuadrada y otras dos de planta octogonal. En el exterior sobresale un gran pórtico de entrada. Dentro destaca la Sala “del Oecus”, que tiene decoración de mosaicos en la que se representa la leyenda de Ulises y Aquiles. Las figuras tienen más de 2 metros de altura. Junto a la villa se conservan también las termas y tres cementerios de los que únicamente se han excavado dos. En ellos se encontraron restos de ajuares y utensilios romanos.","['A 62 Km. de Palencia. C-615 Palencia-Riaño, Salida 55. A 6 km. de Saldaña']",42.48236706267169,-4.750665881280429
1260,Villa Romana La Tejada,/es/lugares-interes/villa-romana-tejada/,Castilla y León,Palencia,Cervatos de la Cueza,"Asentamiento romano que se corresponde con una explotación agrícola de carácter señorial. La villa, de los siglos I al IV, se descubrió en 1970. Actualmente se ha levantado una construcción que deja al descubierto la estructura de todas las habitaciones y los pavimentos. Fue construida en la época tardo-romana (finales del siglo III d. C.). Sus mosaicos son muy interesantes, con motivos geométricos y figurativos. Destacan las escenas de ”las cuatro estaciones”, “Neptuno”, “las Swásticas” y “los nudos de Salomón”. Tiene además, uno de los mejores conjuntos de hipocaustos (sistemas subterráneos de calefacción).","['N-120, km. 214']",42.3100358651705,-4.772986361957289
1261,Villa Urrutia (Ayuntamiento),/es/lugares-interes/villa-urrutia-ayuntamiento/,País Vasco,Bizkaia,Güeñes,La villa Urrutia es una maravillosa construcción indiana de principios del siglo XX. Fue construida como residencia de verano de la familia Urrutia. En la actualidad es sede del ayuntamiento de Güeñes.,['Calle Enkarterri 5'],43.210451500000005,-3.095387
1262,Ermita Santuario de la Virgen del Puente,/es/lugares-interes/ermita-santuario-virgen-puente/,Castilla y León,León,Sahagún,Este edificio es de ladrillo y el primer santuario en la Ruta Jacobea leonesa. En su interior destaca la talla de bastidor de la Virgen. Se celebra una romería cada 25 de abril.,"['24320', 'Sahagún,', 'León', '(Castilla y León)']",42.372026500000004,-5.0304401
1263,Yacimiento arqueológico de Cástulo,/es/lugares-interes/yacimiento-arqueologico-castulo/,Andalucía,Jaén,Linares,"La importancia que alcanzó en el mundo antiguo se explica por su proximidad a los ricos yacimientos mineros de Sierra Morena y su estratégica situación entre el valle del Guadalquivir y la Meseta. Su momento de máximo esplendor se prolongó entre la época íbera, los años de influencia cartaginesa —de Cástulo procedía la noble Himilce, que contrajo matrimonio con el legendario general cartaginés Aníbal— y la época romana. Llegó a alcanzar 40 hectáreas de extensión, por lo que fue una de las más grandes ciudades de la Hispania prerromana. El yacimiento arqueológico tiene entre sus edificios y excavaciones más importantes el teatro, el anfiteatro y un templo dedicado al culto imperial, de época romana; fragmentos de la muralla y de la red de desagües, así como varias necrópolis y tumbas íberas.","['Carretera JV-3003, s/n. a 7 Km. al sur de Linares dirección Torreblascopedro.']",38.04718543538734,-3.5851971821289297
1264,Yacimiento de Gadir,/es/lugares-interes/yacimiento-gadir/,Andalucía,Cádiz,Cádiz,"Un lugar con casi 3.000 años de historia para conocer a los primeros comerciantes que habitaron Cádiz, en Andalucía. Las distintas épocas de ocupación del asentamiento se reflejan en el trazado de calles, viviendas y utensilios del siglo IX a.C. que pueden contemplarse durante la visita. ","['Calle San Miguel, 15']",36.532122799999996,-6.297724300000027
1265,Yacimiento arqueológico de Lancia,/es/lugares-interes/yacimiento-arqueologico-lancia/,Castilla y León,León,Villasabariego,"Antes de llegar al pueblo de Villamoros, en las lomas de Villasabariego, se encuentra este importante yacimiento, atribuido a la ciudad de los Astures llamada Lancia.","['24219', 'Villasabariego,', 'León', '(Castilla y León)']",42.5335921,-5.4139287000000005
1266,Yacimiento Arqueológico de Numancia,/es/lugares-interes/yacimiento-arqueologico-numancia/,Castilla y León,Soria,Garray,"Se encuentran a ocho kilómetros de la ciudad de Soria, en el cerro llamado del Castro o de la Muela. No se descubrieron hasta el siglo XIX y, con las primeras excavaciones, se determinó la existencia de tres ciudades sucesivas: una prehistórica, una celtibérica y otra celtíbero-romana. Numancia cayó en manos romanas el año 133 a. C., aunque los primeros ocupantes del cerro junto a Garray datan de 2000 años antes de nuestra Era. Los arévacos levantaron una ciudad con dos grandes calles centrales atravesadas por once calles más. Las casas eran adosadas con cimientos de piedra y argamasa de barro, pequeñas habitaciones y sótano-almacén. Al parecer fue destruida por el fuego y la guerra. La ciudad levantada en tiempos de Augusto mantuvo el antiguo trazado y se pavimentaron las calles. Posteriormente, las casas se hicieron de piedra y se cubrieron con tejas. Se construyeron aljibes y se mejoró el saneamiento.",['Zona a 1 Km. de Garray'],41.81106818051391,-2.44258556154174
1267,Yacimiento Arqueológico de Tiermes,/es/lugares-interes/yacimiento-arqueologico-tiermes/,Castilla y León,Soria,Montejo de Tiermes,"Son los restos de una ciudad celtibérica que fue decisiva en las guerras contra los romanos, al igual que Numancia. Aparece en multitud de crónicas del Imperio. Se mantuvo independiente hasta el siglo I a. C. Después llegó la romanización. En el mismo lugar que las ruinas están también una necrópolis y una ermita visigodas.","['42341', 'Montejo de Tiermes,', 'Soria', '(Castilla y León)']",41.364129254561206,-3.21472769209206
1268,Yacimiento de Atapuerca,/es/lugares-interes/yacimiento-atapuerca/,Castilla y León,Burgos,Atapuerca,"El yacimiento paleontológico de Atapuerca es uno de los más importantes de Europa, ya que recoge testimonios de la presencia y modo de vida de los homínidos desde hace un millón de años. El yacimiento se encuentra en el pequeño municipio de Atapuerca, situado a unos 20 Km. al nordeste de la ciudad de Burgos. En la Sima de los Huesos se han encontrado restos de, al menos, 32 personas de distintas edades y sexos, lo que pasa por ser una de las mejores muestras conocida de una población de la época. En el año 2000, el yacimiento fue declarado Patrimonio de la Humanidad por la UNESCO.",['Zona Sierra de Atapuerca'],42.37506227373176,-3.5035654464190946
1269,Yacimiento de Las Cogotas,/es/lugares-interes/yacimiento-cogotas/,Castilla y León,Ávila,Cardeñosa,"Es una ciudad compuesta por 2 recintos y amurallados ambos. En total supone 14,5 hectáreas de superficie más una necrópolis. Los restos de la Edad del Bronce son escasos y se limitan a algunos materiales. Sin embargo, las murallas y las edificaciones pertenecen claramente a la segunda Edad del Hierro. Los muros tienen varios metros de alto y las casas están dispuestas de modo escalonado. El segundo recinto se vio afectado por la construcción del pantano de Las Cogotas.","['Carretera Ávila - Cardeñosa, 4 km.']",40.7362189024665,-4.7390979777812
1270,Yacimiento de la Edrada,/es/lugares-interes/yacimiento-edrada/,Castilla y León,León,Cacabelos,"Corresponde a un hábitat o poblado de llanura situado entre el río Cúa y la reguera de Argentiñe, en el canal natural de comunicación con el resto de la comarca.  ","['24540', 'Cacabelos,', 'León', '(Castilla y León)']",42.5998679,-6.725620200000001
1271,Conjunto arqueológico Los Millares,/es/lugares-interes/conjunto-arqueologico-millares/,Andalucía,Almería,Santa Fe de Mondújar,"Data del año 2.700 a. C. En él se puede estudiar un tipo de sociedad compleja en el que cobran especial relevancia la defensa del exterior, el enterramiento y la metalurgia. El poblado se sitúa sobre una meseta protegida por 4 murallas concéntricas, elevadas en distintas épocas, a medida que el crecimiento de la ciudad lo hizo necesario. Dentro de esa fortaleza de 4 metros de alto por 310 metros de ancho, vivieron hasta 1.000 personas en su momento de mayor esplendor. Su necrópolis contaba con 100 tumbas en forma de túmulo. Los objetos encontrados en el yacimiento, así como los hornos de fundición de cobre, dejan claro su desarrollo metalúrgico.","['Ctra. Nacional 324, en dirección a Santa Fe de Mondújar']",36.9628193960376,-2.5365954713827095
1272,"Yacimiento de ""El Raso"" de Candeleda",/es/lugares-interes/yacimiento-raso-candeleda/,Castilla y León,Ávila,Candeleda,"Es el primer germen de población del homo sapiens en Ávila. Se trata de una ciudad milenaria donde se encuentran restos de pinturas rupestres y también un castro celta denominado “El Raso”, que tiene su origen hace 4.500 años y desaparece en el siglo I a C. Contaba con 300 casas y 1.500 habitantes para una superficie de 20 Hectáreas. Los restos encontrados en la necrópolis son romanos y visigodos.","['Collado de Freillo, a 2,3 km de El Raso y a 12 km de Candeleda']",40.1706618474854,-5.338674959728359
1273,Yacimiento romano de Los Bañales,/es/lugares-interes/yacimiento-romano-banales/,Aragón,Zaragoza,Uncastillo,"Además de las residencias particulares, se ha recuperado parte del templo (un muro, galería, fragmentos de columnas, una estatua de mármol blanco), del complejo hidráulico (presa y 32 pilastras de sillares, aljibe), del foro (dos columnas de orden toscano, restos de casas y calles con aceras) y, especialmente, del edificio termal. Construido en piedra arenisca, se accedía a él a través de un pórtico de tres arcos. Se conservan restos del vestuario, de la sala de “espera y conversación”, de un gimnasio al aire libre, de la sala para masajes y unciones, de las letrinas y de las termas propiamente dichas: las tres salas para baños fríos, templados y calientes, además de una sauna. También se ha descubierto parte del sistema de climatización.","['Carretera de Uncastillo a Sádaba, km. 2']",42.288658,-1.229267
1274,Yacimientos arqueológicos de Gáldar,/es/lugares-interes/yacimientos-arqueologicos-galdar/,Canarias,Gran Canaria,Gáldar,"Son restos de la cultura pre-hispánica. Los Guanches, pueblo autóctono canario, construyeron esta ciudad del yacimiento de Gáldar. Edificaron alrededor del agua como elemento primordial.","['35460', 'Gáldar,', 'Gran Canaria', '(Canarias)']",28.091404802478095,-15.664371139367002
1275,Parque arqueológico de Recópolis,/es/lugares-interes/parque-arqueologico-recopolis/,Castilla-La Mancha,Guadalajara,Zorita de los Canes,"Fue fundada en 578 por el rey Leovigildo, quien la dotó de edificaciones, palacios y murallas. Estuvo habitada hasta la invasión musulmana de principios del siglo VIII. El parque arqueológico de Recópolis comprende el recinto amurallado de la ciudad, del que se conservan lienzos de sillarejo de unos dos metros de anchura, jalonados por torres equidistantes y una única puerta de acceso que encierra unas 30 hectáreas de trazado urbano. En él destaca la iglesia, de planta cruciforme y ábside semicircular, y adosado a ella, el edificio palacial, el ejemplo más antiguo de palacio-basílica altomedieval de todo el Occidente europeo. Extramuros, también se han descubierto vestigios de las canteras de donde se extrajo el sillarejo para la construcción de las murallas de la ciudad, así como acueductos para abastecimiento de aguas.","['Carretera de Almoguera, s/n']",40.305023,-2.835975
